Sample ID,Bottle_ID,SiteName,map_code,Latitude,Longitude,State/Region,Sampler,Sample Date,NO3-N_µgL,NH4-N_µgL,TDN_µgL,PO4-P_µgL,SiO2_mgL,DOC_mgL,Approx. Air Temperature (°F),Water temperature (°F),,,,,,
20220220_MA_AE_01,2108,Millers River at Bridge Street,MA_AE01,42.597971,-72.437726,Massachusetts,Adam Eaton,2/20/2022,,,,,,,24,36,,,,,,
20220220_MA_AE_02,2089,Swift River at Route 9,MA_AE02,42.273982,-72.33797,Massachusetts,Adam Eaton,2/20/2022,,,,,,,25,38,,,,,,
20220220_MA_AE_03,2098,Scantic River at Mill Road,MA_AE03,42.048557,-72.454031,Massachusetts,Adam Eaton,2/20/2022,,,,,,,25,38,,,,,,
20220203_NH_DL_01,2782,Saco River Below Confluence of Swift River,NH_DL02,43.981303,-71.115356,New Hampshire,Dominic Lentini,2/3/2022,,,,,,,42,34,,,,,,
20220202_NH_DL_01,2784,Connecticut River at North Stratford,NH_DL01,44.751528,-71.632451,New Hampshire,Dominic Lentini,2/2/2022,,,,,,,42,34,,,,,,
20220131_MA_AE_01,2088,Swift River at Route 9,MA_AE02,42.273982,-72.33797,Massachusetts,Adam Eaton,1/31/2022,,,,,,,31,35,,,,,,
20220130_NM_RG_01,2604,Jemez River at La Junta Fishing Site,NM_RG01,35.67142,-106.7425,New Mexico,Henry Fountain,1/30/2022,,,,,,,42,38,,,,,,
20220130_NM_RG_02,2605,Guadalupe Rio Below Gilman Tunnel,NM_RG02,35.73247,-106.75999,New Mexico,Henry Fountain,1/30/2022,,,,,,,39,36,,,,,,
20220129_TX_BU_01,3640,South Fork Brushy Creek,TX_BU01,30.5088,-97.7589,Texas,Living Waters Fly Fishing,1/29/2022,7081,72,5841,7,5.3,5.4,63,54,,,,,,
20220129_TX_BU_02,2287,North Fork Brushy Creek,TX_BU02,30.5195,-97.7464,Texas,Living Waters Fly Fishing,1/29/2022,1377,46,1565,4,2.0,4.4,63,56,,,,,,
20220129_TX_BU_03,2276,Brushy Creek at Summit Crossing,TX_BU03,30.5127,-97.6844,Texas,Living Waters Fly Fishing,1/29/2022,2333,15,2555,2,2.7,3.5,63,54,,,,,,
20220129_TX_BU_04,2288,Brushy Creek at CR123,TX_BU04,30.5308,-97.5894,Texas,Living Waters Fly Fishing,1/29/2022,2206,4465,7585,321,5.1,5.9,63,62,,,,,,
20220129_TX_BU_05,2286,Brushy Creek near Hutto,TX_BU05,30.5186,-97.5467,Texas,Living Waters Fly Fishing,1/29/2022,2325,5124,7117,635,4.3,6.0,63,60,,,,,,
20220128_MA_AE_01,2107,Millers River at Bridge Street,MA_AE01,42.597971,-72.437726,Massachusetts,Adam Eaton,1/28/2022,,,,,,,31,35,,,,,,
20210127_PA_CC_01,3174,Codorus Creek along RT 24,PA_CC04,40.01877,-76.69313,Pennsylvania,Rob Harvey,1/27/2022,,,,,,,36,44,,,,,,
20220126_MA_AE_01,2097,Scantic River at Mill Road,MA_AE03,42.048557,-72.454031,Massachusetts,Adam Eaton,1/26/2022,,,,,,,26,33,,,,,,
20220124_CO_SM_01,3793,San Miguel River at Placerville,CO_SM08,38.03106,-108.11077,Colorado,Allie Cunningham,1/24/2022,,,,,,,17,32.1,,,,,,
20220124_CO_SM_02,3792,San Miguel River above confluence with South Fork,CO_SM07,37.94588,-107.89388,Colorado,Allie Cunningham,1/24/2022,,,,,,,21,32,,,,,,
20220124_CO_SM_03,3791,South Fork near confluence with San Miguel River,CO_SM05,37.93851,-107.89833,Colorado,Allie Cunningham,1/24/2022,,,,,,,21,31.9,,,,,,
20220124_CO_SM_04,3790,Lake Fork in Ames CO,CO_SM02,37.86032,-107.88562,Colorado,Allie Cunningham,1/24/2022,,,,,,,18,32.1,,,,,,
20220124_CO_SM_05,3794,Howard Fork near Ames CO,CO_SM04,37.86356,-107.87369,Colorado,Allie Cunningham,1/24/2022,,,,,,,18,32.9,,,,,,
20220124_CO_SM_06,3796,San Miguel River in Telluride CO,CO_SM06,37.93603,-107.80668,Colorado,Allie Cunningham,1/24/2022,,,,,,,24,40,,,,,,
20220124_MT_MR_01,3694,Madison River at Varney Boat Launch,MT_MR02,45.2308,-111.75162,Montana,Justin Edge,1/24/2022,,,,,,,23,33,,,,,,
20220121_CA_TR_01,3400,Truckee River at Glenshire Bridge,CA_TR02,39.35313,-120.12278,California,Envirolution Club,1/21/2022,,,,,,,31,40,,,,,,
20220121_CA_TR_02,3401,Truckee River at Hirschdale Bridge,CA_TR03,39.36781,-120.07566,California,Envirolution Club,1/21/2022,,,,,,,27,39,,,,,,
20220121_CA_TR_03,3402,Truckee River Below Lake Tahoe Dam,CA_TR01,39.16655,-120.14487,California,Envirolution Club,1/21/2022,,,,,,,30,42,,,,,,
20210118_PA_CC_01,3177,Codorus Creek at Brown Rd,PA_CC01,39.821361,-76.883527,Pennsylvania,Rob Harvey,1/18/2022,,,,,,,36,46,,,,,,
20210114_PA_CC_01,3169,East Branch at Iron Stone Hill Road,PA_CC03,39.87197,-76.679065,Pennsylvania,Rob Harvey,1/14/2022,,,,,,,38,46,,,,,,
20220110_PA_BM_01,3610,Delaware River at Phillipsburg Boat Ramp,PA_BM04,40.69247,-75.20337,Pennsylvania,Bruce McCutcheon,1/10/2022,,,,,,,26,34,,,,,,
20220110_PA_BM_02,3611,Bushkill Creek below Crayola,PA_BM02,40.69999,-75.24008,Pennsylvania,Bruce McCutcheon,1/10/2022,,,,,,,25,42,,,,,,
20220110_PA_BM_03,3612,Bushkill Creek at Stockertown,PA_BM01,40.7485,-75.26239,Pennsylvania,Bruce McCutcheon,1/10/2022,,,,,,,26,44,,,,,,
20220110_PA_BM_04,3613,Martins Creek at Class A Wild Trout Stream,PA_BM03,40.79231,-75.18926,Pennsylvania,Bruce McCutcheon,1/10/2022,,,,,,,26,38,,,,,,
20220109_MO_MR_01,2627,Meramec River at Meramec State Park,MO_MR03,38.20786,-91.09405,Missouri,Jeff Gabel,1/9/2022,,,,,,,34,40,,,,,,
20220109_MO_MR_02,2628,Upper Meramec River at Highway 8,MO_MR01,37.95119,-91.50852,Missouri,Jeff Gabel,1/9/2022,,,,,,,33,43,,,,,,
20220109_MO_MR_03,2629,Upper Meramec River at Grass Trail Pool,MO_MR02,37.967542,-91.527254,Missouri,Jeff Gabel,1/9/2022,,,,,,,33,50,,,,,,
20220108_NH_DL_01,2799,Connecticut River at North Stratford,NH_DL01,44.751528,-71.632451,New Hampshire,Dominic Lentini,1/8/2022,,,,,,,5,32,,,,,,
20220108_NH_DL_02,2795,Saco River Below Confluence of Swift River,NH_DL02,43.981303,-71.115356,New Hampshire,Dominic Lentini,1/8/2022,,,,,,,24,33,,,,,,
20220105_MS_TR_01,2122,Tibbee Creek at Old Tibbee Road,MS_TR01,33.53811,-88.632528,Mississippi,Austin Cook,1/5/2022,,,,,,,63,49,,,,,,
20220105_MS_TR_02,2121,Tombigbee River at Barton Ferrie,MS_TR02,33.644667,-88.49875,Mississippi,Austin Cook,1/5/2022,,,,,,,57,50,,,,,,
20220105_MS_TR_03,2120,Buttahatchee River above confluence with Tombigbee,MS_TR03,33.664806,-88.485722,Mississippi,Austin Cook,1/5/2022,,,,,,,57,49,,,,,,
20220102_CT_SR_01,1887,Shepaug River at Valley Road,CT_SR01,41.708759,-73.294242,Connecticut ,Ethan Ram,1/2/2022,,,,,,,42,40,,,,,,
20220102_CT_SR_02,1888,Bantam River at Stoddard Road,CT_SR03,41.71209,-73.24579,Connecticut ,Ethan Ram,1/2/2022,,,,,,,42,42,,,,,,
20220102_CT_SR_03,1889,Shepaug River Below Confluence of Bantam River,CT_SR02,41.682907,-73.305955,Connecticut ,Ethan Ram,1/2/2022,,,,,,,42,40,,,,,,
20211231_MA_AE_01,2106,Millers River at Bridge Street,MA_AE01,42.597971,-72.437726,Massachusetts,Adam Eaton,12/31/2021,,,,,,,45,43,,,,,,
20211231_NM_RG_01,2602,Jemez River at La Junta Fishing Site,NM_RG01,35.67142,-106.7425,New Mexico,Henry Fountain,12/31/2021,,,,,,,42,42,,,,,,
20211231_NM_RG_02,2603,Guadalupe Rio Below Gilman Tunnel,NM_RG02,35.73247,-106.75999,New Mexico,Henry Fountain,12/31/2021,,,,,,,38,37,,,,,,
20211230_MA_AE_01,2096,Scantic River at Mill Road,MA_AE03,42.048557,-72.454031,Massachusetts,Adam Eaton,12/30/2021,,,,,,,42,45,,,,,,
20211226_MA_AE_01,2087,Swift River at Route 9,MA_AE02,42.273982,-72.33797,Massachusetts,Adam Eaton,12/26/2021,,,,,,,34,45,,,,,,
20211223_MT_MR_01,3690,Madison River at Ennis Boat Launch,MT_MR01,45.34539,-111.7239,Montana,Justin Edge,12/23/2021,,,,,,,39,34,,,,,,
20211223_MT_MR_02,3691,Madison River at Varney Boat Launch,MT_MR02,45.2308,-111.75162,Montana,Justin Edge,12/23/2021,,,,,,,39,34,,,,,,
20211223_MT_MR_03,3692,Madison River at McAtee Boat Launch,MT_MR03,45.0956,-111.66217,Montana,Justin Edge,12/23/2021,,,,,,,37,34,,,,,,
20211220_CO_SM_01,3413,San Miguel River at Placerville,CO_SM08,38.03106,-108.11077,Colorado,Allie Cunningham,12/20/2021,,,,,,,5,32.1,,,,,,
20211220_CO_SM_02,3065,Lake Fork in Ames CO,CO_SM02,37.86032,-107.88562,Colorado,Allie Cunningham,12/20/2021,,,,,,,16,32.2,,,,,,
20211220_CO_SM_03,3414,Howard Fork near Ames CO,CO_SM04,37.86356,-107.87369,Colorado,Allie Cunningham,12/20/2021,,,,,,,17,32.4,,,,,,
20211220_CO_SM_04,3708,South Fork near confluence with San Miguel River,CO_SM05,37.93851,-107.89833,Colorado,Allie Cunningham,12/20/2021,,,,,,,4,31.9,,,,,,
20211220_CO_SM_05,3707,San Miguel River above confluence with South Fork,CO_SM07,37.94588,-107.89388,Colorado,Allie Cunningham,12/20/2021,,,,,,,5,31.9,,,,,,
20211220_CO_SM_06,3705,San Miguel River in Telluride CO,CO_SM06,37.93603,-107.80668,Colorado,Allie Cunningham,12/20/2021,,,,,,,12,35.2,,,,,,
20211220_CA_TR_01,2507,Truckee River at Hirschdale Bridge,CA_TR03,39.36781,-120.07566,California,Envirolution Club,12/20/2021,,,,,,,40,38,,,,,,
20211220_CA_TR_02,2508,Truckee River at Glenshire Bridge,CA_TR02,39.35313,-120.12278,California,Envirolution Club,12/20/2021,,,,,,,36,36,,,,,,
20211220_CA_TR_03,2509,Truckee River Below Lake Tahoe Dam,CA_TR01,39.16655,-120.14487,California,Envirolution Club,12/20/2021,,,,,,,44,50,,,,,,
20211219_MA_TB_01,1483,Trout Brook at Fall,MA_TB01,41.621483,-70.628517,Massachusetts,Sophie Holmes,12/19/2021,914,9,889,8,2.7,1.1,35,48.2,,,,,,
20211213_PA_CC_01,3168,Codorus Creek along RT 24,PA_CC04,40.01877,-76.69313,Pennsylvania,Rob Harvey,12/13/2021,,,,,,,54,60,,,,,,
20211210_PA_BA_01,1946,Delaware River at Phillipsburg Boat Ramp,PA_BM04,40.69247,-75.20337,Pennsylvania,Bruce McCutcheon,12/10/2021,,,,,,,39,39,,,,,,
20211210_PA_BA_02,1947,Bushkill Creek below Crayola,PA_BM02,40.69999,-75.24008,Pennsylvania,Bruce McCutcheon,12/10/2021,,,,,,,39,48,,,,,,
20211210_PA_BA_03,1948,Bushkill Creek at Stockertown,PA_BM01,40.7485,-75.26239,Pennsylvania,Bruce McCutcheon,12/10/2021,,,,,,,40,49,,,,,,
20211210_PA_BA_04,1949,Martins Creek at Class A Wild Trout Stream,PA_BM03,40.79231,-75.18926,Pennsylvania,Bruce McCutcheon,12/10/2021,,,,,,,41,42,,,,,,
20211210_PA_CC_01,3165,East Branch at Iron Stone Hill Road,PA_CC03,39.87197,-76.679065,Pennsylvania,Rob Harvey,12/10/2021,,,,,,,46,58,,,,,,
20211210_PA_CC_02,3167,Codorus Creek at Brown Rd,PA_CC01,39.821361,-76.883527,Pennsylvania,Rob Harvey,12/10/2021,,,,,,,46,52,,,,,,
20211208_MS_TR_01,2119,Tibbee Creek at Old Tibbee Road,MS_TR01,33.53811,-88.632528,Mississippi,Austin Cook,12/8/2021,,,,,,,45,54,,,,,,
20211208_MS_TR_02,2117,Tombigbee River at Barton Ferrie,MS_TR02,33.644667,-88.49875,Mississippi,Austin Cook,12/8/2021,,,,,,,56,55,,,,,,
20211208_MS_TR_03,2118,Buttahatchee River above confluence with Tombigbee,MS_TR03,33.664806,-88.485722,Mississippi,Austin Cook,12/8/2021,,,,,,,56,53,,,,,,
20211205_NM_RG_01,2600,Jemez River at La Junta Fishing Site,NM_RG01,35.67142,-106.7425,New Mexico,Henry Fountain,12/5/2021,0,5,64,51,44.6,1.4,66,48,,,,,,
20211205_NM_RG_02,2601,Guadalupe Rio Below Gilman Tunnel,NM_RG02,35.73247,-106.75999,New Mexico,Henry Fountain,12/5/2021,0,1,58,22,33.0,1.4,58,43,,,,,,
20211204_MO_MR_01,2624,Upper Meramec River at Grass Trail Pool,MO_MR02,37.967542,-91.527254,Missouri,Jeff Gabel,12/4/2021,,,,,,,56,57,,,,,,
20211204_MO_MR_02,2625,Upper Meramec River at Highway 8,MO_MR01,37.95119,-91.50852,Missouri,Jeff Gabel,12/4/2021,,,,,,,52,53,,,,,,
20211204_MO_MR_03,2626,Meramec River at Meramec State Park,MO_MR03,38.20786,-91.09405,Missouri,Jeff Gabel,12/4/2021,,,,,,,54,53,,,,,,
20211203_NH_DL_01,2796,Saco River Below Confluence of Swift River,NH_DL02,43.981303,-71.115356,New Hampshire,Dominic Lentini,12/3/2021,,,,,,,31,34,,,,,,
20211202_NH_DL_01,2791,Connecticut River at North Stratford,NH_DL01,44.751528,-71.632451,New Hampshire,Dominic Lentini,12/2/2021,,,,,,,31,36,,,,,,
20211128_MA_AE_01,2095,Scantic River at Mill Road,MA_AE03,42.048557,-72.454031,Massachusetts,Adam Eaton,11/28/2021,,,,,,,33,40,,,,,,
20211126_AZ_SR_01,1985,Lower Salt River at Water Users Recreation Site,AR_SR02,33.55675,-111.54025,Arizona,Randy Messersmith,11/26/2021,,,,,,,67,64,,,,,,
20211126_AZ_SR_02,1986,Lower Salt River at Phon D Sutton,AR_SR01,33.546556,-111.66194,Arizona,Randy Messersmith,11/26/2021,,,,,,,67,60,,,,,,
20211125_MA_CR_01,3364,East Branch of Westfield River at Chesterfield Gorge,MA_CR02,42.3881,-72.87489,Massachusetts,Bob Boeri,11/25/2021,,,,,,,42,38,,,,,,
20211125_MA_CR_02,3365,Middle Branch of Westfield River at North Chester,MA_CR03,42.32005,-72.92576,Massachusetts,Bob Boeri,11/25/2021,,,,,,,42,38,,,,,,
20211125_MA_CR_03,3366,West Branch of Westfield River at Boulder Park,MA_CR04,42.24455,-72.91643,Massachusetts,Bob Boeri,11/25/2021,,,,,,,42,38,,,,,,
20211125_MA_CR_04,3367,Connecticut River at Riverfront Conservation Area,MA_CR01,42.06252,-72.594,Massachusetts,Bob Boeri,11/25/2021,,,,,,,42,38,,,,,,
20211121_MA_TB_01,1482,Trout Brook at Fall,MA_TB01,41.621483,-70.628517,Massachusetts,Sophie Holmes,11/25/2021,920,7,866,7,3.1,1.1,48,49,,,,,,
20211124_CT_SR_01,1884,Shepaug River at Valley Road,CT_SR01,41.708759,-73.294242,Connecticut ,Ethan Ram,11/24/2021,,,,,,,40,46,,,,,,
20211124_CT_SR_02,1885,Bantam River at Stoddard Road,CT_SR03,41.71209,-73.24579,Connecticut ,Ethan Ram,11/24/2021,,,,,,,40,42,,,,,,
20211124_CT_SR_03,1886,Shepaug River Below Confluence of Bantam River,CT_SR02,41.682907,-73.305955,Connecticut ,Ethan Ram,11/24/2021,,,,,,,40,44,,,,,,
20211124_PA_CC_01,3163,Codorus Creek at Brown Rd,PA_CC01,39.821361,-76.883527,Pennsylvania,Rob Harvey,11/24/2021,,,,,,,46,48,,,,,,
20211123_PA_CC_01,3160,East Branch at Iron Stone Hill Road,PA_CC03,39.87197,-76.679065,Pennsylvania,Rob Harvey,11/23/2021,,,,,,,37,52,,,,,,
20211123_PA_CC_02,3161,Codorus Creek along RT 24,PA_CC04,40.01877,-76.69313,Pennsylvania,Rob Harvey,11/23/2021,,,,,,,41,54,,,,,,
20211122_CO_SM_01,3704,San Miguel River at Placerville,CO_SM08,38.03106,-108.11077,Colorado,Allie Cunningham,11/22/2021,,,,,,,17,32,,,,,,
20211122_CO_SM_02,3701,Lake Fork above Trout Lake,CO_SM01,37.81869,-107.88082,Colorado,Allie Cunningham,11/22/2021,,,,,,,22,32.4,,,,,,
20211122_CO_SM_03,3702,Lake Fork in Ames CO,CO_SM02,37.86032,-107.88562,Colorado,Allie Cunningham,11/22/2021,,,,,,,33,32.1,,,,,,
20211122_CO_SM_04,3700,Howard Fork near Ames CO,CO_SM04,37.86356,-107.87369,Colorado,Allie Cunningham,11/22/2021,,,,,,,33,33.9,,,,,,
20211122_CO_SM_05,3703,South Fork near confluence with San Miguel River,CO_SM05,37.93851,-107.89833,Colorado,Allie Cunningham,11/22/2021,,,,,,,44,32,,,,,,
20211122_CO_SM_06,3706,San Miguel River above confluence with South Fork,CO_SM07,37.94588,-107.89388,Colorado,Allie Cunningham,11/22/2021,,,,,,,44,32.4,,,,,,
20211122_CO_SM_07,3709,San Miguel River in Telluride CO,CO_SM06,37.93603,-107.80668,Colorado,Allie Cunningham,11/22/2021,,,,,,,40,40.9,,,,,,
20211121_MA_AE_01,2086,Swift River at Route 9,MA_AE02,42.273982,-72.33797,Massachusetts,Adam Eaton,11/21/2021,,,,,,,45,45,,,,,,
20211119_MT_MR_01,2205,Madison River at McAtee Boat Launch,MT_MR03,45.0956,-111.66217,Montana,Justin Edge,11/19/2021,,,,,,,43,37,,,,,,
20211119_MT_MR_02,2206,Madison River at Varney Boat Launch,MT_MR02,45.2308,-111.75162,Montana,Justin Edge,11/19/2021,,,,,,,43,38,,,,,,
20211119_MT_MR_03,2207,Madison River at Ennis Boat Launch,MT_MR01,45.34539,-111.7239,Montana,Justin Edge,11/19/2021,,,,,,,45,39,,,,,,
20211119_CA_TR_01,2504,Truckee River Below Lake Tahoe Dam,CA_TR01,39.16655,-120.14487,California,Envirolution Club,11/19/2021,,,,,,,48,60,,,,,,
20211119_CA_TR_02,4505,Truckee River at Hirschdale Bridge,CA_TR03,39.36781,-120.07566,California,Envirolution Club,11/19/2021,,,,,,,49,48,,,,,,
20211119_CA_TR_03,2506,Truckee River at Glenshire Bridge,CA_TR02,39.35313,-120.12278,California,Envirolution Club,11/19/2021,,,,,,,46,50,,,,,,
20211118_CO_LP_01,2760,Animas River at Oxbow Park and Preserve,CO_LP01,37.308974,-107.856309,Colorado,Kate Armano,11/18/2021,130,60,147,25,9.9,1.3,54,46,,,,,,
20211118_CO_LP_02,2762,Animas River at Dallabetta Park,CO_LP02,37.2216,-107.860676,Colorado,Kate Armano,11/18/2021,179,4,242,7,8.0,1.3,54,45,,,,,,
20211118_CO_LP_03,2763,La Plata River at Kroeger Campground,CO_LP04,37.376547,-108.075829,Colorado,Kate Armano,11/18/2021,125,3,177,6,6.6,1.3,33,37,,,,,,
20211118_CO_LP_04,2761,La Plata River at La Plata River City Campsite,CO_LP05,37.39452,-108.06788,Colorado,Kate Armano,11/18/2021,143,2,192,5,5.1,1.0,33,34,,,,,,
20211118_CO_LP_05,2764,La Plata River At Kara Armano's House,CO_LP03,37.283493,-108.038405,Colorado,Kate Armano,11/18/2021,2,7,101,12,9.5,1.6,34,36,,,,,,
20211115_MA_AE_01,2105,Millers River at Bridge Street,MA_AE01,42.597971,-72.437726,Massachusetts,Adam Eaton,11/15/2021,,,,,,,45,50,,,,,,
20211113_MO_MR_01,2623,Meramec River at Meramec State Park,MO_MR03,38.20786,-91.09405,Missouri,Jeff Gabel,11/13/2021,,,,,,,36,52,,,,,,
20211110_PA_BA_01,1938,Delaware River at Phillipsburg Boat Ramp,PA_BM04,40.69247,-75.20337,Pennsylvania,Bruce McCutcheon,11/10/2021,,,,,,,61,49,,,,,,
20211110_PA_BA_02,1939,Bushkill Creek below Crayola,PA_BM02,40.69999,-75.24008,Pennsylvania,Bruce McCutcheon,11/10/2021,,,,,,,61,52,,,,,,
20211110_PA_BA_03,1944,Bushkill Creek at Stockertown,PA_BM01,40.7485,-75.26239,Pennsylvania,Bruce McCutcheon,11/10/2021,,,,,,,62,54,,,,,,
20211110_PA_BA_04,1945,Martins Creek at Class A Wild Trout Stream,PA_BM03,40.79231,-75.18926,Pennsylvania,Bruce McCutcheon,11/10/2021,,,,,,,64,54,,,,,,
20211107_NM_RG_01,2596,Jemez River at La Junta Fishing Site,NM_RG01,35.67142,-106.7425,New Mexico,Henry Fountain,11/7/2021,0,3,81,50,46.9,1.7,62,48,,,,,,
20211107_NM_RG_02,2597,Guadalupe Rio Below Gilman Tunnel,NM_RG02,35.73247,-106.75999,New Mexico,Henry Fountain,11/7/2021,0,2,75,22,32.4,1.6,60,42,,,,,,
20211106_MS_TR_01,2115,Tibbee Creek at Old Tibbee Road,MS_TR01,33.53811,-88.632528,Mississippi,Austin Cook,11/6/2021,,,,,,,59,60,,,,,,
20211106_MS_TR_02,2114,Tombigbee River at Barton Ferrie,MS_TR02,33.644667,-88.49875,Mississippi,Austin Cook,11/6/2021,,,,,,,59,60,,,,,,
20211106_MS_TR_03,2116,Buttahatchee River above confluence with Tombigbee,MS_TR03,33.664806,-88.485722,Mississippi,Austin Cook,11/6/2021,,,,,,,59,56,,,,,,
20211103_NH_DL_01,2792,Saco River Below Confluence of Swift River,NH_DL02,43.981303,-71.115356,New Hampshire,Dominic Lentini,11/3/2021,,,,,,,46,45,,,,,,
20211102_CO_CR_01,1819,Roaring Fork at Veltus Park,CO_CR03,39.5441,-107.32991,Colorado,Matt Peterson,11/2/2021,52,13,139,6,7.2,1.4,43,50,,,,,,
20211102_CO_CR_02,1820,Colorado River at New Castle Boat Launch,CO_CR01,39.569359,-107.526062,Colorado,Matt Peterson,11/2/2021,29,9,126,6,7.2,1.9,44,48,,,,,,
20211102_CO_CR_03,1821,East Elk Creek at House,CO_CR02,39.633625,-107.53954,Colorado,Matt Peterson,11/2/2021,125,1,174,4,3.7,1.5,45,44,,,,,,
20211031_MA_AE_01,2085,Swift River at Route 9,MA_AE02,42.273982,-72.33797,Massachusetts,Adam Eaton,10/31/2021,,,,,,,60,48,,,,,,
20211031_NH_DL_01,2798,Connecticut River at North Stratford,NH_DL01,44.751528,-71.632451,New Hampshire,Dominic Lentini,10/31/2021,,,,,,,48,48,,,,,,
20211031_WA_LD_01,1744,Little Deschutes at Pioneer Park,WA_LD01,46.994662,-122.887357,Washington,Jeremy Harrison,10/31/2021,558,8,593,20,16.9,2.9,55,48,,,,,,
20211031_AZ_SR_01,1984,Lower Salt River at Phon D Sutton,AR_SR01,33.546556,-111.66194,Arizona,Randy Messersmith,10/31/2021,,,,,,,63,62,,,,,,
20211031_AZ_SR_02,1985,Lower Salt River at Water Users Recreation Site,AR_SR02,33.55675,-111.54025,Arizona,Randy Messersmith,10/31/2021,,,,,,,63,62,,,,,,
20211029_MA_AE_01,2104,Millers River at Bridge Street,MA_AE01,42.597971,-72.437726,Massachusetts,Adam Eaton,10/29/2021,,,,,,,55,55,,,,,,
20211029_CT_SR_01,1881,Shepaug River at Valley Road,CT_SR01,41.708759,-73.294242,Connecticut ,Ethan Ram,10/29/2021,32,41,351,7,6.1,5.5,55,52,,,,,,
20211029_CT_SR_02,1882,Bantam River at Stoddard Road,CT_SR03,41.71209,-73.24579,Connecticut ,Ethan Ram,10/29/2021,,,,,,,55,52,,,,,,
20211029_CT_SR_03,1883,Shepaug River Below Confluence of Bantam River,CT_SR02,41.682907,-73.305955,Connecticut ,Ethan Ram,10/29/2021,,,,,,,55,50,,,,,,
20211029_MO_MR_01,2621,Upper Meramec River at Grass Trail Pool,MO_MR02,37.967542,-91.527254,Missouri,Jeff Gabel,10/29/2021,,,,,,,48,59,,,,,,
20211029_MO_MR_02,2622,Upper Meramec River at Highway 8,MO_MR01,37.95119,-91.50852,Missouri,Jeff Gabel,10/29/2021,,,,,,,50,58,,,,,,
20211024_CO_SM_01,3067,San Miguel River at Placerville,CO_SM08,38.03106,-108.11077,Colorado,Allie Cunningham,10/24/2021,,,,,,,40,40.6,,,,,,
20211024_CO_SM_02,3419,San Miguel River in Telluride CO,CO_SM06,37.93603,-107.80668,Colorado,Allie Cunningham,10/24/2021,,,,,,,42,43.6,,,,,,
20211024_CO_SM_03,3416,Below Telluride Wastewater Treatment,,37.948459,-107.877432,Colorado,Allie Cunningham,10/24/2021,,,,,,,44,44.1,,,,,,
20211024_CO_SM_04,3417,100ft BELOW Telluride Wastewater treatment facility,,37.94872,-107.87842,Colorado,Allie Cunningham,10/24/2021,,,,,,,44,44.1,,,,,,
20211024_CO_SM_05,3418,San Miguel River above confluence with South Fork,CO_SM07,37.94588,-107.89388,Colorado,Allie Cunningham,10/24/2021,,,,,,,46,41.9,,,,,,
20211024_CO_SM_06,3415,South Fork near confluence with San Miguel River,CO_SM05,37.93851,-107.89833,Colorado,Allie Cunningham,10/24/2021,,,,,,,47,42,,,,,,
20211024_CO_SM_07,3412,Lake Fork in Ames CO,CO_SM02,37.86032,-107.88562,Colorado,Allie Cunningham,10/24/2021,,,,,,,50,39.2,,,,,,
20211024_CO_SM_08,3410,Howard Fork near Ames CO,CO_SM04,37.86356,-107.87369,Colorado,Allie Cunningham,10/24/2021,,,,,,,50,40.5,,,,,,
20211024_CO_SM_09,3411,Lake Fork above Trout Lake,CO_SM01,37.81869,-107.88082,Colorado,Allie Cunningham,10/24/2021,,,,,,,50,42,,,,,,
20211023_MT_LC_01,2932,Grant Creek at Rocky Mountain Elk Foundation,MT_LC04,46.92024,-114.03163,Montana,Sarah Flanary,10/23/2021,,,,,,,50,50,,,,,,
20211023_MT_LC_02,2931,Clark Fork above Kelly Island,MT_LC03,46.87272,-114.09681,Montana,Sarah Flanary,10/23/2021,,,,,,,42,49,,,,,,
20211023_MT_LC_03,2933,Lolo Creek at Fort Fizzle,MT_LC01,46.74527,-114.17141,Montana,Sarah Flanary,10/23/2021,,,,,,,46,47,,,,,,
20211023_MT_LC_04,2937,Bitterroot River at Florence Bridge,MT_LC02,46.63209,-114.05075,Montana,Sarah Flanary,10/23/2021,,,,,,,46,53,,,,,,
20211023_WA_SN_01,699,Snoqualmie River Near Fall City,WA_SN02,47.5679217,-121.8811614,Washington,Susan Clementson,10/23/2021,93,1,141,6,5.7,2.4,48,50,,,,,,
20211023_WA_SN_02,696,Snoqualmie River Above Tolt Confluence,WA_SN01,47.6390416,-121.929753,Washington,Susan Clementson,10/23/2021,108,6,176,8,5.7,2.7,48,51,,,,,,
20211022_TX_BU_01,2283,South Fork Brushy Creek,TX_BU01,30.5088,-97.7589,Texas,Living Waters Fly Fishing,10/22/2021,1215,62,1374,9,6.5,5.6,66,74,,,,,,
20211022_TX_BU_02,2280,North Fork Brushy Creek,TX_BU02,30.5195,-97.7464,Texas,Living Waters Fly Fishing,10/22/2021,1042,41,1061,9,8.4,4.8,66,72,,,,,,
20211022_TX_BU_03,2281,Brushy Creek at Summit Crossing,TX_BU03,30.5127,-97.6844,Texas,Living Waters Fly Fishing,10/22/2021,1300,17,1075,8,8.3,4.6,66,72,,,,,,
20211022_TX_BU_04,2285,Brushy Creek at CR123,TX_BU04,30.5308,-97.5894,Texas,Living Waters Fly Fishing,10/22/2021,2354,70,2703,87,8.6,5.0,66,73,,,,,,
20211022_TX_BU_05,2282,Brushy Creek near Hutto,TX_BU05,30.5186,-97.5467,Texas,Living Waters Fly Fishing,10/22/2021,5366,70,5581,148,8.4,6.8,66,73,,,,,,
