Sample ID,Bottle_ID,SiteName,map_code,Latitude,Longitude,State/Region,Sampler,Sample Date,NO3-N_µgL,NH4-N_µgL,TDN_µgL,PO4-P_µgL,SiO2_mgL,DOC_mgL,Approx. Air Temperature (°F),Water temperature (°F),,,,,,
20190925_MA_CH_09,CH233,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,9/25/2019,716,71,826.9,17,2.5,2.2,,57.1,,,,,,
20191015_MA_CH_01,CH235,Childs River - Site 1,MA_CH01,41.607222,-70.522752,Massachusetts,Woodwell,10/15/2019,84,41,352.5,1,0.2,3.7,,52.4,,,,,,
20191015_MA_CH_02,CH236,Childs River - Site 2,MA_CH02,41.605506,-70.522894,Massachusetts,Woodwell,10/15/2019,503,44,703.8,1,0.3,4.0,,49.7,,,,,,
20191015_MA_CH_03,CH237,Childs River - Site 3,MA_CH03,41.605535,-70.522666,Massachusetts,Woodwell,10/15/2019,1616,44,1918,1,0.5,5.1,,49.1,,,,,,
20191015_MA_CH_04,CH238,Childs River - Site 4,MA_CH04,41.604921,-70.523065,Massachusetts,Woodwell,10/15/2019,733,43,912.9,1,0.4,3.9,,49.9,,,,,,
20191015_MA_CH_05,CH239,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,10/15/2019,1433,26,1623,1,0.4,4.0,,51.6,,,,,,
20191015_MA_CH_06,CH240,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,10/15/2019,1279,36,1428,1,0.6,3.8,,50.3,,,,,,
20191015_MA_CH_07,CH241,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,10/15/2019,1333,36,1443,1,0.6,4.0,,50.1,,,,,,
20191015_MA_CH_08,CH242,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,10/15/2019,1069,77,1139,2,1.8,3.3,,51.8,,,,,,
20191015_MA_CH_09,CH243,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,10/15/2019,827,64,868.2,7,2.0,2.6,,52.5,,,,,,
20191115_MA_CH_01,CH245,Childs River - Site 1,MA_CH01,41.607222,-70.522752,Massachusetts,Woodwell,11/15/2019,412,27,642.2,1,0.4,2.9,,42.4,,,,,,
20191115_MA_CH_02,CH246,Childs River - Site 2,MA_CH02,41.605506,-70.522894,Massachusetts,Woodwell,11/15/2019,1234,89,1286,2,0.9,1.6,,41.9,,,,,,
20191115_MA_CH_03,CH247,Childs River - Site 3,MA_CH03,41.605535,-70.522666,Massachusetts,Woodwell,11/15/2019,1918,48,1925,1,0.7,2.0,,42.8,,,,,,
20190821_MA_TB_01,TB33,Trout Brook at Fall,MA_TB01,41.621483,-70.628517,Massachusetts,Rob Stenson,8/21/2019,743,3,710,5,4.7,1.3,,54.7,,,,,,
20191115_MA_CH_04,CH248,Childs River - Site 4,MA_CH04,41.604921,-70.523065,Massachusetts,Woodwell,11/15/2019,1439,83,1483,1,0.9,1.8,,42.3,,,,,,
20191115_MA_CH_05,CH249,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,11/15/2019,1898,44,1855,1,0.7,1.6,,47,,,,,,
20191115_MA_CH_06,CH250,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,11/15/2019,1292,50,1692,1,1.1,1.6,,45,,,,,,
20191115_MA_CH_07,CH251,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,11/15/2019,1762,43,1939,1,1.3,1.5,,45.4,,,,,,
20191115_MA_CH_08,CH252,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,11/15/2019,1457,60,1447,2,1.7,1.7,,39.8,,,,,,
20191115_MA_CH_09,CH253,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,11/15/2019,986,49,1011,15,3.4,1.5,,46.5,,,,,,
20191217_MA_CH_01,CH255,Childs River - Site 1,MA_CH01,41.607222,-70.522752,Massachusetts,Woodwell,12/17/2019,229,44,428.5,1,0.2,3.9,,34.6,,,,,,
20191217_MA_CH_02,CH256,Childs River - Site 2,MA_CH02,41.605506,-70.522894,Massachusetts,Woodwell,12/17/2019,1248,44,1390,1,0.3,3.9,,34.4,,,,,,
20191217_MA_CH_03,CH257,Childs River - Site 3,MA_CH03,41.605535,-70.522666,Massachusetts,Woodwell,12/17/2019,1991,39,2110,1,0.3,4.0,,37.5,,,,,,
20191217_MA_CH_04,CH258,Childs River - Site 4,MA_CH04,41.604921,-70.523065,Massachusetts,Woodwell,12/17/2019,1014,44,1157,1,0.5,3.5,,35.5,,,,,,
20191217_MA_CH_05,CH259,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,12/17/2019,1323,44,1428,1,0.4,3.4,,38.8,,,,,,
20191217_MA_CH_06,CH260,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,12/17/2019,1281,41,1401,1,0.6,3.6,,36.4,,,,,,
20191217_MA_CH_07,CH261,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,12/17/2019,1352,34,1466,2,0.6,4.1,,36.8,,,,,,
20191217_MA_CH_08,CH262,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,12/17/2019,1125,44,1388,1,0.9,4.2,,35.3,,,,,,
20191217_MA_CH_09,CH263,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,12/17/2019,861,44,1029,6,1.6,3.7,,40.6,,,,,,
20200114_MA_CH_01,CH266,Childs River - Site 1,MA_CH01,41.607222,-70.522752,Massachusetts,Woodwell,1/14/2020,468,48,736.7,1,0.3,3.3,,42.4,,,,,,
20200114_MA_CH_02,CH267,Childs River - Site 2,MA_CH02,41.605506,-70.522894,Massachusetts,Woodwell,1/14/2020,847,68,970.5,1,0.5,2.9,,43.9,,,,,,
20200114_MA_CH_03,CH268,Childs River - Site 3,MA_CH03,41.605535,-70.522666,Massachusetts,Woodwell,1/14/2020,2712,33,2752,1,0.3,2.4,,47.1,,,,,,
20190807_MA_TB_01,TB32,Trout Brook at Fall,MA_TB01,41.621483,-70.628517,Massachusetts,Rob Stenson,8/7/2019,758,25,719,4,2.8,1.3,,54.7,,,,,,
20200114_MA_CH_04,CH269,Childs River - Site 4,MA_CH04,41.604921,-70.523065,Massachusetts,Woodwell,1/14/2020,1572,42,1664,2,0.5,2.7,,45.1,,,,,,
20200114_MA_CH_05,CH270,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,1/14/2020,1812,25,1878,1,0.4,2.5,,46.4,,,,,,
20200114_MA_CH_06,CH271,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,1/14/2020,1653,20,1677,1,0.6,2.2,,45.6,,,,,,
20200114_MA_CH_07,CH272,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,1/14/2020,1693,15,1692,1,0.5,2.2,,45.8,,,,,,
20200114_MA_CH_08,CH273,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,1/14/2020,1548,29,1622,2,1.0,2.4,,44.6,,,,,,
20200114_MA_CH_09,CH274,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,1/14/2020,1180,27,1232,6,1.8,2.3,,46.4,,,,,,
20200220_MA_CH_01,CH278,Childs River - Site 1,MA_CH01,41.607222,-70.522752,Massachusetts,Woodwell,2/20/2020,458,17,527.8,2,0.3,1.9,,36.2,,,,,,
20200220_MA_CH_02,CH279,Childs River - Site 2,MA_CH02,41.605506,-70.522894,Massachusetts,Woodwell,2/20/2020,923,25,975.5,2,0.3,1.7,,36.8,,,,,,
20200220_MA_CH_03,CH280,Childs River - Site 3,MA_CH03,41.605535,-70.522666,Massachusetts,Woodwell,2/20/2020,2613,22,2705,1,0.4,1.4,,41.1,,,,,,
20200220_MA_CH_04,CH281,Childs River - Site 4,MA_CH04,41.604921,-70.523065,Massachusetts,Woodwell,2/20/2020,1441,23,1429,1,0.3,1.6,,38.1,,,,,,
20200220_MA_CH_05,CH282,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,2/20/2020,1773,18,1805,1,0.3,1.6,,41,,,,,,
20200220_MA_CH_06,CH283,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,2/20/2020,1714,16,1770,1,0.4,1.4,,40.8,,,,,,
20200220_MA_CH_07,CH284,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,2/20/2020,1751,15,1728,1,0.4,1.7,,40.4,,,,,,
20200220_MA_CH_08,CH285,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,2/20/2020,1557,17,1580,2,0.5,1.7,,39.4,,,,,,
20200220_MA_CH_09,CH286,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,2/20/2020,1237,21,1256,10,0.9,1.7,,42.7,,,,,,
20200526_MA_CH_01,CH288,Childs River - Site 1,MA_CH01,41.607222,-70.522752,Massachusetts,Woodwell,5/26/2020,2514,8,3077,1,0.5,4.1,,62.9,,,,,,
20200526_MA_CH_02,CH289,Childs River - Site 2,MA_CH02,41.605506,-70.522894,Massachusetts,Woodwell,5/26/2020,1970,71,2113,1,0.7,2.2,,75.5,,,,,,
20190724_MA_TB_01,TB31,Trout Brook at Fall,MA_TB01,41.621483,-70.628517,Massachusetts,Rob Stenson,7/24/2019,692,47,854,6,2.1,4.4,,53.8,,,,,,
20200526_MA_CH_03,CH290,Childs River - Site 3,MA_CH03,41.605535,-70.522666,Massachusetts,Woodwell,5/26/2020,2615,13,2819,1,0.2,2.2,,67.3,,,,,,
20200526_MA_CH_04,CH291,Childs River - Site 4,MA_CH04,41.604921,-70.523065,Massachusetts,Woodwell,5/26/2020,2280,42,2438,1,0.4,2.0,,71.2,,,,,,
20200526_MA_CH_05,CH292,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,5/26/2020,2322,14,2436,1,0.4,1.9,,62.1,,,,,,
20200526_MA_CH_06,CH293,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,5/26/2020,1936,14,2001,1,0.5,2.0,,67.7,,,,,,
20200526_MA_CH_07,CH294,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,5/26/2020,1909,10,1915,2,0.5,2.2,,64.7,,,,,,
20200526_MA_CH_08,CH295,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,5/26/2020,1640,14,1725,2,0.6,2.3,,65,,,,,,
20200526_MA_CH_09,CH296,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,5/26/2020,1191,15,1246,9,1.1,2.1,,60.8,,,,,,
20200611_MA_CH_01,CH298,Childs River - Site 1,MA_CH01,41.607222,-70.522752,Massachusetts,Woodwell,6/11/2020,2690,17,2839,0,0.6,2.9,,60,,,,,,
20200611_MA_CH_02,CH299,Childs River - Site 2,MA_CH02,41.605506,-70.522894,Massachusetts,Woodwell,6/11/2020,2097,33,2176,,0.5,1.2,,61.8,,,,,,
20200611_MA_CH_03,CH300,Childs River - Site 3,MA_CH03,41.605535,-70.522666,Massachusetts,Woodwell,6/11/2020,2430,15,2553,,0.3,1.5,,62.8,,,,,,
20200611_MA_CH_04,CH301,Childs River - Site 4,MA_CH04,41.604921,-70.523065,Massachusetts,Woodwell,6/11/2020,2133,26,2201,,0.4,1.2,,62.4,,,,,,
20200611_MA_CH_05,CH302,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,6/11/2020,2235,13,2291,,0.4,1.4,,58.8,,,,,,
20200611_MA_CH_06,CH303,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,6/11/2020,1833,9,1828,,0.6,1.4,,63.8,,,,,,
20200611_MA_CH_07,CH304,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,6/11/2020,1826,13,1777,0,0.4,1.7,,62,,,,,,
20200611_MA_CH_08,CH305,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,6/11/2020,1390,17,1387,0,1.0,1.9,,64.7,,,,,,
20200611_MA_CH_09,CH306,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,6/11/2020,1052,19,1068,9,1.9,1.7,,60.5,,,,,,
20200707_MA_CH_02,CH308,Childs River - Site 2,MA_CH02,41.605506,-70.522894,Massachusetts,Woodwell,7/7/2020,1902,29,1862,,0.3,1.3,,61.9,,,,,,
20200707_MA_CH_03,CH309,Childs River - Site 3,MA_CH03,41.605535,-70.522666,Massachusetts,Woodwell,7/7/2020,2377,23,2492,,0.2,1.5,,62.8,,,,,,
20190710_MA_TB_01,TB30,Trout Brook at Fall,MA_TB01,41.621483,-70.628517,Massachusetts,Rob Stenson,7/10/2019,737,43,758,3,1.4,1.5,,54.8,,,,,,
20200707_MA_CH_04,CH310,Childs River - Site 4,MA_CH04,41.604921,-70.523065,Massachusetts,Woodwell,7/7/2020,2049,27,2114,,0.3,1.4,,62.6,,,,,,
20200707_MA_CH_05,CH311,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,7/7/2020,2222,13,2245,,0.2,1.3,,58.7,,,,,,
20200707_MA_CH_06,CH312,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,7/7/2020,1780,11,1828,0,0.4,1.6,,64.2,,,,,,
20200707_MA_CH_07,CH313,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,7/7/2020,1780,19,1806,1,0.4,1.4,,61.5,,,,,,
20200707_MA_CH_08,CH314,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,7/7/2020,1252,19,1325,1,0.6,1.9,,64,,,,,,
20200707_MA_CH_09,CH315,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,7/7/2020,946,20,989,11,1.3,1.4,,60,,,,,,
20200721_MA_CH_01,CH317,Childs River - Site 1,MA_CH01,41.607222,-70.522752,Massachusetts,Woodwell,7/21/2020,2617,47,3231,,0.3,3.3,,59.4,,,,,,
20200721_MA_CH_02,CH318,Childs River - Site 2,MA_CH02,41.605506,-70.522894,Massachusetts,Woodwell,7/21/2020,1701,30,1812,,0.6,1.5,,65.2,,,,,,
20200721_MA_CH_03,CH319,Childs River - Site 3,MA_CH03,41.605535,-70.522666,Massachusetts,Woodwell,7/21/2020,2403,28,2481,0,0.3,1.8,,64.9,,,,,,
20200721_MA_CH_04,CH320,Childs River - Site 4,MA_CH04,41.604921,-70.523065,Massachusetts,Woodwell,7/21/2020,1919,31,2023,0,0.5,1.5,,65.1,,,,,,
20200721_MA_CH_05,CH321,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,7/21/2020,2180,13,2249,,0.3,1.5,,59.2,,,,,,
20200721_MA_CH_06,CH322,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,7/21/2020,1724,13,1767,0,0.5,1.7,,60.7,,,,,,
20200721_MA_CH_07,CH323,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,7/21/2020,1724,16,1741,0,0.6,1.6,,59.9,,,,,,
20200721_MA_CH_08,CH324,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,7/21/2020,1211,25,1255,0,0.9,2.1,,68.9,,,,,,
20200721_MA_CH_09,CH325,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,7/21/2020,881,21,924.5,12,1.9,1.7,,61.6,,,,,,
20200807_MA_CH_01,CH327,Childs River - Site 1,MA_CH01,41.607222,-70.522752,Massachusetts,Woodwell,8/7/2020,2563,39,2783,1,0.4,1.6,,62.9,,,,,,
20200807_MA_CH_02,CH328,Childs River - Site 2,MA_CH02,41.605506,-70.522894,Massachusetts,Woodwell,8/7/2020,1702,48,1769,2,1.1,1.4,,65.9,,,,,,
20200807_MA_CH_03,CH329,Childs River - Site 3,MA_CH03,41.605535,-70.522666,Massachusetts,Woodwell,8/7/2020,2641,50,2889,1,0.9,2.4,,63.4,,,,,,
20190626_MA_TB_01,TB29,Trout Brook at Fall,MA_TB01,41.621483,-70.628517,Massachusetts,Rob Stenson,6/26/2019,714,22,786,7,0.5,3.9,,54.2,,,,,,
20200807_MA_CH_04,CH330,Childs River - Site 4,MA_CH04,41.604921,-70.523065,Massachusetts,Woodwell,8/7/2020,1824,37,1930,1,1.3,1.6,,65.6,,,,,,
20200807_MA_CH_05,CH331,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,8/7/2020,2218,17,2647,1,0.6,2.7,,59.7,,,,,,
20200807_MA_CH_06,CH332,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,8/7/2020,1804,32,1900,2,1.4,1.6,,62.4,,,,,,
20200807_MA_CH_07,CH333,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,8/7/2020,1816,22,1923,1,1.1,1.6,,60.9,,,,,,
20200807_MA_CH_08,CH334,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,8/7/2020,1148,48,1256,2,1.8,2.0,,66.7,,,,,,
20200807_MA_CH_09,CH335,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,8/7/2020,838,49,917.3,15,3.0,1.6,,60.3,,,,,,
20200820_MA_CH_01,CH337,Childs River - Site 1,MA_CH01,41.607222,-70.522752,Massachusetts,Woodwell,8/20/2020,1977,50,1955,2,0.3,2.0,,62.3,,,,,,
20200820_MA_CH_02,CH338,Childs River - Site 2,MA_CH02,41.605506,-70.522894,Massachusetts,Woodwell,8/20/2020,1548,41,1643,2,0.8,1.5,,70.4,,,,,,
20200820_MA_CH_03,CH339,Childs River - Site 3,MA_CH03,41.605535,-70.522666,Massachusetts,Woodwell,8/20/2020,2100,75,2493,2,0.7,3.1,,62.1,,,,,,
20200820_MA_CH_04,CH340,Childs River - Site 4,MA_CH04,41.604921,-70.523065,Massachusetts,Woodwell,8/20/2020,1580,47,1708,1,1.0,2.3,,68.6,,,,,,
20200820_MA_CH_05,CH341,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,8/20/2020,2133,23,2304,1,0.4,2.0,,60.2,,,,,,
20200820_MA_CH_06,CH342,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,8/20/2020,1760,31,1912,1,0.6,1.9,,65.3,,,,,,
20200820_MA_CH_07,CH343,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,8/20/2020,1771,27,1835,1,0.5,2.0,,63.3,,,,,,
20200820_MA_CH_08,CH344,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,8/20/2020,1180,48,1414,2,0.9,2.5,,64,,,,,,
20200820_MA_CH_09,CH345,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,8/20/2020,831,30,916.2,16,3.0,1.8,,59.2,,,,,,
20200904_MA_CH_01,CH347,Childs River - Site 1,MA_CH01,41.607222,-70.522752,Massachusetts,Woodwell,9/4/2020,888,106,1091,1,0.6,1.9,,65.7,,,,,,
20200904_MA_CH_02,CH348,Childs River - Site 2,MA_CH02,41.605506,-70.522894,Massachusetts,Woodwell,9/4/2020,687,63,782.6,1,0.6,1.5,,73.8,,,,,,
20200904_MA_CH_03,CH349,Childs River - Site 3,MA_CH03,41.605535,-70.522666,Massachusetts,Woodwell,9/4/2020,1074,98,1247,1,1.0,2.8,,65.2,,,,,,
20190612_MA_TB_01,TB28,Trout Brook at Fall,MA_TB01,41.621483,-70.628517,Massachusetts,Rob Stenson,6/12/2019,767,32,763,5,1.2,1.8,,54,,,,,,
20200904_MA_CH_04,CH350,Childs River - Site 4,MA_CH04,41.604921,-70.523065,Massachusetts,Woodwell,9/4/2020,855,70,996.7,1,0.8,1.9,,72,,,,,,
20200904_MA_CH_05,CH351,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,9/4/2020,1899,27,1772,1,0.4,1.5,,62.4,,,,,,
20200904_MA_CH_06,CH352,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,9/4/2020,1794,47,1670,2,0.6,2.3,,67.5,,,,,,
20200904_MA_CH_07,CH353,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,9/4/2020,1559,36,1683,1,0.8,1.6,,65.6,,,,,,
20200904_MA_CH_08,CH354,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,9/4/2020,1129,51,1060,3,0.9,2.1,,67.3,,,,,,
20200904_MA_CH_09,CH355,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,9/4/2020,746,30,831.4,16,2.4,1.4,,60.9,,,,,,
20200917_MA_CH_02,CH357,Childs River - Site 2,MA_CH02,41.605506,-70.522894,Massachusetts,Woodwell,9/17/2020,1716,34,1851,2,1.3,1.9,,66,,,,,,
20200917_MA_CH_04,CH358,Childs River - Site 4,MA_CH04,41.604921,-70.523065,Massachusetts,Woodwell,9/17/2020,1534,38,2270,2,1.7,1.5,,66.6,,,,,,
20200917_MA_CH_05,CH359,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,9/17/2020,2046,19,1908,1,0.7,1.6,,58.9,,,,,,
20200917_MA_CH_06,CH360,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,9/17/2020,1769,40,1805,1,1.2,1.5,,62.4,,,,,,
20200917_MA_CH_07,CH361,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,9/17/2020,1759,34,1493,1,1.4,2.0,,60.4,,,,,,
20200917_MA_CH_08,CH362,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,9/17/2020,1402,50,958.8,2,1.8,1.7,,64.4,,,,,,
20200917_MA_CH_09,CH363,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,9/17/2020,895,37,2467,14,4.1,1.7,,57.8,,,,,,
20201001_MA_CH_05,CH365,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,10/1/2020,1874,29,2165,1,0.5,2.4,,57.4,,,,,,
20201001_MA_CH_07,CH366,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,10/1/2020,2233,54,2522,1,0.2,1.5,,57.2,,,,,,
20201001_MA_CH_08,CH367,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,10/1/2020,1726,58,1924,1,0.7,2.0,,61.1,,,,,,
20201001_MA_CH_09,CH368,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,10/1/2020,1035,39,1128,13,2.2,1.6,,56.9,,,,,,
20201015_MA_CH_05,CH371,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,10/15/2020,1803,30,1930,1,0.4,1.5,,54,,,,,,
20190529_MA_TB_01,TB27,Trout Brook at Fall,MA_TB01,41.621483,-70.628517,Massachusetts,Rob Stenson,5/29/2019,788,16,792,5,1.4,1.2,,50.6,,,,,,
20201015_MA_CH_07,CH372,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,10/15/2020,2174,27,2323,1,0.6,1.1,,52.9,,,,,,
20201015_MA_CH_08,CH373,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,10/15/2020,1863,48,1980,1,1.1,1.3,,55,,,,,,
20201015_MA_CH_09,CH374,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,10/15/2020,1070,32,1095,13,2.1,0.9,,53.5,,,,,,
20201029_MA_CH_05,CH375,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,10/29/2020,1407,15,1721,1,0.6,3.5,,51.5,,,,,,
20201029_MA_CH_06,CH376,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,10/29/2020,2028,41,2124,3,0.6,1.6,,51.8,,,,,,
20201029_MA_CH_07,CH377,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,10/29/2020,1966,22,2099,1,0.4,1.6,,51.3,,,,,,
20201029_MA_CH_08,CH378,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,10/29/2020,1456,41,1226,2,1.0,1.6,,50.8,,,,,,
20201029_MA_CH_09,CH379,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,10/29/2020,976,25,1009,18,2.1,1.7,,51.4,,,,,,
20201110_MA_CH_05,CH381,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,11/10/2020,1935,46,2249,2,0.5,2.0,,55.6,,,,,,
20201110_MA_CH_06,CH382,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,11/10/2020,1960,63,2279,1,0.4,1.5,,57.7,,,,,,
20201110_MA_CH_07,CH383,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,11/10/2020,1540,46,1582,2,0.4,1.0,,56.5,,,,,,
20201110_MA_CH_08,CH384,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,11/10/2020,1782,49,1903,1,0.7,1.1,,56.4,,,,,,
20201110_MA_CH_09,CH385,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,11/10/2020,1030,35,1199,11,1.5,0.8,,54.5,,,,,,
20201124_MA_CH_05,CH387,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,11/24/2020,1569,47,1682,1,0.8,1.3,,48,,,,,,
20201124_MA_CH_06,CH388,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,11/24/2020,1930,48,2110,1,0.7,1.1,,50.6,,,,,,
20201124_MA_CH_07,CH389,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,11/24/2020,1865,49,2088,1,0.6,1.0,,50,,,,,,
20201124_MA_CH_08,CH390,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,11/24/2020,1575,53,1721,1,1.1,1.5,,47,,,,,,
20201124_MA_CH_09,CH391,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,11/24/2020,933,44,1115,8,2.7,1.0,,48.5,,,,,,
20190515_MA_TB_01,TB26,Trout Brook at Fall,MA_TB01,41.621483,-70.628517,Massachusetts,Rob Stenson,5/15/2019,521,8,554,3,2.0,1.3,,51.5,,,,,,
20201210_MA_CH_04,CH399,Childs River - Site 4,MA_CH04,41.604921,-70.523065,Massachusetts,Woodwell,12/10/2020,1284,157,1529,0,1.1,2.4,,39.5,,,,,,
20201210_MA_CH_05,CH400,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,12/10/2020,1624,41,1800,0,0.5,1.2,,46.4,,,,,,
20201210_MA_CH_06,CH401,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,12/10/2020,1971,41,2163,1,0.4,1.5,,49.9,,,,,,
